No,Nama Mitra,Link Instagram,Gunung,Jalur via,Nama Paket,Harga Paket,max kuota (harga),Hari,Transportasi PP,Simaksi,Guide,Rumah singgah/Homestay,Makan (sesudah atau Sebelum pendakian),Makan (selama pendakian),Air mineral,P3K standard,Alat Masak,Tenda Toilet,Porter Team,Tenda,alat makan,Dokumentasi,Private/Tidak,Logistik,Coffe Break/Buah,BBM,Tiket,Jeep,Tambahan,Asuransi,Tanggal Trip,Meeting Point
107,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Papandayan,Camp David,Mepo Basecamp,400000,1,2 hari 1 malam,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,HT,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2027",Basecamp
108,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Gede,Putri,Mepo Jakarta Bogor,600000,1,2 hari 1 malam,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Merchandise",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2028","Jakarta, Bogor"
109,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Gede,Putri,Mepo Basecamp,395000,1,2 hari 1 malam,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Merchandise",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2029",Basecamp
110,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Ciremai,Apuy,Full Trip,650000,1,2 hari 1 malam,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Surat Sehat, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2030","Bogor, jakarta, Bekasi, Karawang"
111,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Ciremai,Apuy,Mepo Basecamp,375000,1,2 hari 1 malam,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Surat Sehat, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2031",Basecamp
112,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Ciremai,Apuy,Sharecost,400000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2032","Bogor, jakarta, Bekasi, Karawang"
113,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Slamet,Bambangan,Full Trip,650000,1,2 hari 1 malam,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2033","Bogor, jakarta, Bekasi, Karawang"
114,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Slamet,Bambangan,Mepo Basecamp,375000,1,2 hari 1 malam,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2034",Basecamp
115,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Slamet,Bambangan,Sharecost,450000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2035","Bogor, jakarta, Bekasi, Karawang"
116,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sindoro,Kledung,Full Trip,650000,1,2 hari 1 malam,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"HT,  E-Sertifikat",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2036","Bogor, jakarta, Bekasi, Karawang"
117,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sindoro,Kledung,Mepo Basecamp,350000,1,2 hari 1 malam,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"HT,  E-Sertifikat",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2037",Basecamp
118,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sindoro,Kledung,Sharecost,450000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2038","Bogor, jakarta, Bekasi, Karawang"
119,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sumbing,Garung,Full Trip,650000,1,2 hari 1 malam,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"HT,  E-Sertifikat",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2039","Bogor, jakarta, Bekasi, Karawang"
120,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sumbing,Garung,Mepo Basecamp,350000,1,2 hari 1 malam,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"HT,  E-Sertifikat",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2040",Basecamp
121,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Sumbing,Garung,Sharecost,450000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2041","Bogor, jakarta, Bekasi, Karawang"
122,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Prau,Wates,Full Trip,650000,1,2 hari 1 malam,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2042","Bogor, jakarta, Bekasi, Karawang"
123,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Prau,Wates,Mepo Basecamp,350000,1,2 hari 1 malam,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Chef Gunung",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2043",Basecamp
124,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Prau,Wates,Sharecost,450000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2044","Bogor, jakarta, Bekasi, Karawang"
125,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Lawu,Cetho,Full Trip,780000,1,2 hari 1 malam,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2045","Bogor, jakarta, Bekasi, Karawang"
126,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Lawu,Cetho,Mepo Basecamp,375000,1,2 hari 1 malam,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise",0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2046",Basecamp
127,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Lawu,Cetho,Sharecost,500000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2047","Bogor, jakarta, Bekasi, Karawang"
128,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Selo,Full Trip,730000,1,2 hari 1 malam,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise, Chef Gunung",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2048","Bogor, jakarta, Bekasi, Karawang"
129,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Selo,Mepo Basecamp,375000,1,2 hari 1 malam,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise, Chef Gunung",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2049",Basecamp
130,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Selo,Sharecost,490000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2050","Bogor, jakarta, Bekasi, Karawang"
131,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Suwanting,Full Trip,780000,1,2 hari 1 malam,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise, Chef Gunung",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2051","Bogor, jakarta, Bekasi, Karawang"
132,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Suwanting,Mepo Basecamp,540000,1,2 hari 1 malam,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,"HT, E-Sertifikat, Merchandise, Chef Gunung",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2052",Basecamp
133,Eppala Adventure,https://www.instagram.com/eppalaadventureindonesia/,Merbabu,Suwanting,Sharecost,425000,1,2 hari 1 malam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus -1 September, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November -1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 23-25 Desember, 24-26 Desember, 29-31 Desember, 30 Desember -1 Jan 2053","Bogor, jakarta, Bekasi, Karawang"
134,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Private (penjemputan Tumpang),1200000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Driver,0,Setiap hari,Tumpang
135,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Private (penjemputan Malang),1500000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Driver,0,Setiap hari,Malang
136,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Open (penjemputan Tumpang),250000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Driver,0,Setiap hari,Tumpang
137,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Open (penjemputan Malang),300000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Driver,0,Setiap hari,Malang
138,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Private (penjemputan Tumpang) - Dokumentasi,300000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Driver,0,Setiap hari,Tumpang
139,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Private (penjemputan Malang) - Dokumentasi,350000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Driver,0,Setiap hari,Malang
140,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Open (penjemputan Tumpang) - Dokumentasi,1350000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Driver,0,Setiap hari,Tumpang
141,Libur Lembur,https://www.instagram.com/liburlembur.id/,Bromo,-,Open (penjemputan Malang) - Dokumentasi,1650000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Driver,0,Setiap hari,Malang
142,Bromo Paradise,https://www.instagram.com/bromoparadise.id/,Bromo,-,Open Trip (Non-Dokumentasi),250000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Mengunjungi 11 Destinasi,1,Setiap hari,Kota Malang
143,Bromo Paradise,https://www.instagram.com/bromoparadise.id/,Bromo,-,Private Trip (Non-Dokumentasi),1500000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Mengunjungi 11 Destinasi,1,Setiap hari,Kota Malang
144,Bromo Paradise,https://www.instagram.com/bromoparadise.id/,Bromo,-,Open Trip (Dokumentasi),300000,1,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Mengunjungi 11 Destinasi,1,Setiap hari,Kota Malang
145,Bromo Paradise,https://www.instagram.com/bromoparadise.id/,Bromo,-,Private Trip (Dokumentasi),1900000,6,1 hari,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Mengunjungi 11 Destinasi,1,Setiap hari,Kota Malang
146,Edelweiss Adventure,https://www.instagram.com/edelweisadventure__/,Slamet,Bambangan,Jakarta,670000,1,2 hari 1 malam,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,"Sop Buah, Kursi, meja, HT",1,"14-16 Juni, 21-23 Juni, 28-30 Juni, 5-7 Juli, 12-14 Juli, 19-21 Juli, 26-28 Juli, 2-4 Agustus, 9-11 Agustus, 16-18 Agustus, 23-25 Agustus, 30 Agustus-1 september, 6-8 September, 13-15 September, 20-22 September, 27-29 September, 4-6 Oktober, 11-13 Oktober, 18-20 Oktober, 25-27 Oktober, 1-3 November, 8-10 November, 15-17 November, 22-24 November, 29 November - 1 Desember, 6-8 Desember, 13-15 Desember, 20-22 Desember, 27-29 Desember",Jakarta
